,SJHBBBM4X52,SJHBBBM4JQZ,SJHBBBM5SGJ,SJHBBBM5TXY,SJHBBBM2GV5,SJHBBBM39BT,SJHBBBM67H6,SJHBBBM2BBR,SJHBBBN9RBJ,SJHBBBM4PX3,SJHBBBN9RDM,SJHBBBN9R9H,SJHBBBM588V,SJHBBBN9RFN,SJHBBBM55F5,SJHBBBM5GW9,SJHBBBM5PY5,SJHBBBM52XR,SJHBBBM5YWS
ENSG00000185236,3960,4092,3316,3571,9378,4436,5358,6278,1783,2197,2318,2877,1086,2035,1183,3996,1630,4431,2129
ENSG00000099785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000099783,19059,18751,16030,25421,46577,23081,31220,34360,21554,13138,22004,22248,6492,12103,7200,16587,15106,27365,20405
ENSG00000133246,455,210,393,316,750,127,663,3934,514,828,419,1159,420,359,407,304,856,1334,58
ENSG00000133250,782,614,596,514,1543,771,959,1506,406,444,565,678,332,451,348,925,402,949,402
ENSG00000142347,7654,3967,3885,2048,6099,2107,3600,10582,3510,4410,2640,5445,1269,2632,3124,4918,2754,4794,1030
ENSG00000142303,1007,704,219,3763,2252,1667,1056,1930,900,131,903,2221,578,434,163,283,723,4315,94
ENSG00000268480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167785,1658,1915,1066,1698,4140,2508,1550,3426,90,496,1230,1580,674,855,601,2159,893,4226,798
ENSG00000170948,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,0
ENSG00000181143,2,0,0,3,0,20,0,0,0,0,0,1,0,5,0,0,0,1,0
ENSG00000170929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000161807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130803,3562,3653,3641,9538,6038,4072,6532,4927,6052,1672,7989,8005,1751,3587,1486,2686,4997,6578,4049
ENSG00000188000,121,4,3,3,4,7,5,5,10,1,3,3,1,3,3,3,1,6,2
ENSG00000174667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196110,592,569,521,1100,602,383,787,528,349,185,817,513,136,213,223,532,536,329,278
ENSG00000188321,2337,1859,1915,1234,2630,2047,1187,2957,302,1013,695,649,346,372,786,1223,548,884,201
ENSG00000270011,36,24,34,19,78,46,23,71,6,23,2,5,9,6,6,15,5,16,0
ENSG00000188629,15,9,7,2,17,6,6,20,1,4,1,1,1,1,2,4,0,5,0
ENSG00000174652,11526,9253,9169,9225,14179,13593,9414,13596,4803,4385,8101,3847,2677,2355,3482,6730,4525,5813,2745
ENSG00000198028,19,2,4,5,11,6,5,24,1,9,0,1,3,1,1,4,0,6,1
ENSG00000130818,1583,1359,1644,3102,2830,1599,2871,2983,867,762,2429,1364,472,630,552,879,790,1119,765
ENSG00000197961,5636,4802,5373,6526,5680,4743,8125,12030,3894,2622,8658,5824,1613,2172,3805,3675,5427,7481,4415
ENSG00000171469,1143,1658,1470,1199,3999,2322,790,2908,431,1106,577,594,331,502,436,1308,401,1058,347
ENSG00000171466,2005,1035,2521,3211,3850,1947,3528,4133,1154,903,3392,2510,615,845,1000,577,2172,2793,973
ENSG00000196605,1068,855,1025,535,1675,1093,936,1404,492,445,558,441,266,292,381,528,421,792,240
ENSG00000127452,1452,1197,1627,2019,2437,1244,2253,1618,1380,678,2515,1682,492,749,612,1020,1495,2640,1133
ENSG00000198258,2482,2890,2079,2922,7096,3218,3442,4247,2312,1796,2149,2481,872,2087,1047,2737,1473,3558,1244
ENSG00000127445,3565,3045,3575,4411,9774,3741,4123,6247,3155,2164,2388,3374,1335,2232,1475,3811,2122,3505,1050
ENSG00000105088,155,491,16,2848,19,3369,1,14,1,1,1,5,2,13,0,35,0,3,1
ENSG00000080573,295,36,22,277,7,77,26,22,24,16,43,22,66,31,21,222,17,73,98
ENSG00000080511,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000130813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130812,169,441,471,660,1532,398,66,416,17,18,17,132,15,57,11,37,70,105,5
ENSG00000243207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130810,116,98,94,117,246,120,191,196,115,95,137,106,50,88,52,103,69,289,232
ENSG00000244165,510,471,412,596,727,325,1216,886,515,361,665,484,203,365,304,300,355,1337,1073
ENSG00000130811,7480,7927,7887,6793,21409,7886,8451,13109,7844,4655,6441,7370,2735,5658,3241,6179,4157,11944,4928
ENSG00000130816,13048,13769,13447,14205,30656,21791,21022,38473,9401,12181,10586,11934,5829,7540,8416,12146,8489,17669,12111
ENSG00000267534,1471,656,707,1078,1092,1110,79,88,112,8,63,50,13,39,6,26,22,446,143
ENSG00000105364,1790,1442,1911,2121,3991,1552,2433,3926,1631,1399,1998,2118,741,1553,1023,1645,1198,3378,1615
ENSG00000090339,380,499,1677,291,426,620,1432,1476,1110,110,1048,2258,531,1316,411,259,1220,689,540
ENSG00000105371,120,117,25,101,128,58,152,347,94,11,27,139,67,259,38,103,56,658,60
ENSG00000105376,45,41,16,32,53,30,116,124,41,13,26,49,23,105,21,26,33,697,12
ENSG00000220201,40,17,89,19,227,54,104,140,49,49,78,31,32,57,42,73,26,45,7
ENSG00000167807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267673,0,3,3,0,2,3,1,5,0,1,0,0,0,0,0,1,0,1,0
ENSG00000267303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000161847,2719,2823,3116,1729,7725,3684,2419,6686,1834,2128,1189,2131,912,1330,1300,2812,1082,3320,2299
ENSG00000076662,5490,5134,5974,3098,12586,4215,3077,6198,3410,1723,1708,2357,918,1488,1202,3172,2041,9333,1143
ENSG00000105397,14486,13526,12853,16143,34919,14591,20784,24844,9427,6381,12655,10641,5703,7971,5998,14212,8707,17117,4719
ENSG00000105401,8804,9661,10473,9210,25462,10744,11388,15475,5587,4194,6673,7650,3527,6277,4220,7788,4978,11604,7953
ENSG00000065989,1436,536,1831,592,1234,1745,311,214,142,35,100,300,171,69,79,501,243,905,2319
ENSG00000079999,1582,1561,2874,678,5334,2332,809,4932,696,1717,529,1065,637,1013,1409,1953,393,1505,620
ENSG00000180739,998,102,77,159,146,35,314,56,39,32,100,252,10,133,23,476,47,30,12
ENSG00000130734,1483,1213,1083,2257,2858,1332,8327,3149,4301,1093,4829,3500,1090,1955,1039,2311,2349,3898,1791
ENSG00000129347,3359,5579,5275,4289,11189,5862,11671,18823,5216,4873,7212,5181,3161,4419,5013,9143,3623,6783,1637
ENSG00000129355,1118,1679,990,1467,2090,1322,17864,6824,9897,1939,10319,6201,2349,2644,2887,5598,4511,5524,2002
ENSG00000129354,77,114,20,147,206,148,49,50,0,4,8,8,15,4,4,76,8,3,0
ENSG00000129353,17293,33667,15491,17354,37085,27402,19774,35273,6803,8356,12105,11925,6970,6974,7143,24125,5693,11991,3577
ENSG00000129351,40260,49497,46184,68041,95349,56685,59780,71704,42884,19615,43586,50568,13476,24557,14768,29491,31623,65754,62235
ENSG00000213339,1557,1155,1686,864,4929,1200,2431,3718,1491,877,1270,1666,663,1669,830,1474,992,3223,1622
ENSG00000079805,22530,25310,18493,18127,59512,24709,36501,57704,16182,12548,19934,22826,11806,13044,8971,24982,13191,15808,9719
ENSG00000099203,423,568,629,287,1100,524,318,838,276,301,176,324,111,313,203,448,136,455,251
ENSG00000214212,184,495,336,194,272,130,344,1160,236,99,221,500,219,407,318,301,325,268,24
ENSG00000142453,2502,4737,2977,3547,5001,3516,4950,7642,2518,2086,2790,3757,1481,3281,1393,2956,2216,4026,1764
ENSG00000130733,1064,1316,1336,1100,2928,1285,1130,1922,717,643,514,722,380,624,447,1122,455,1050,350
ENSG00000142444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127616,24885,30549,24940,28000,63528,32172,17139,26910,10397,10292,8176,10002,4392,7161,5400,13075,5125,8958,4933
ENSG00000130164,634,770,666,928,1639,214,3384,783,2605,470,3608,2812,731,2055,252,1502,1530,723,7826
ENSG00000161888,802,591,580,1060,2240,1687,1819,3309,513,916,563,724,501,777,711,916,468,764,249
ENSG00000197256,7579,6381,4585,7547,15756,3804,14119,14937,4059,2526,9639,8006,3492,2754,5119,6005,4699,1843,4382
ENSG00000130158,909,286,3935,5,1553,972,1122,64,11,6,27,12,28,12,55,8,11,804,16
ENSG00000130173,3,1,5,6,6,1,5,0,0,1,1,3,2,0,0,2,1,0,0
ENSG00000130167,2,3,2,0,1,2,0,2,0,3,0,1,0,1,1,0,0,0,1
ENSG00000105514,932,1224,898,116,1552,857,351,1011,155,211,47,124,115,162,268,470,66,119,23
ENSG00000105518,784,689,803,411,1963,909,433,1231,551,338,223,422,241,570,352,654,243,721,160
ENSG00000183401,1517,1018,1439,544,3022,869,738,909,626,372,557,659,266,579,409,690,534,1101,359
ENSG00000105520,792,465,718,372,820,506,598,703,589,169,488,507,225,410,236,317,455,546,211
ENSG00000173928,315,328,457,153,444,317,80,239,58,111,80,52,32,69,109,167,43,182,42
ENSG00000187266,3394,3245,1945,2203,7376,7479,159,344,38,49,54,757,85,2783,107,116,224,889,154
ENSG00000205517,28,41,10,33,153,154,2,0,2,0,1,3,0,0,0,1,0,2,0
ENSG00000198003,11,4,5,8,28,14,26,5,9,5,7,4,7,10,4,5,1,5,4
ENSG00000130175,11796,11772,10732,12226,33912,13681,17520,19351,8520,6614,8504,10194,4279,7883,5042,9753,6442,16214,8402
ENSG00000196361,2,0,2,32,1,0,36,6,7,0,14,2,2,3,0,0,4,8,7
ENSG00000267477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000161914,212,255,245,83,655,339,147,370,77,146,38,119,47,115,80,244,37,156,127
ENSG00000130159,1447,970,1305,1241,4625,1476,949,1470,889,672,636,935,340,881,329,1277,479,1539,901
ENSG00000130176,2,0,4,20,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000130165,1498,1376,1508,856,4063,1629,702,2095,576,796,504,780,344,882,511,1425,377,1282,539
ENSG00000198551,872,1543,999,1637,1991,1498,829,1323,552,467,1002,699,212,248,231,752,559,462,220
ENSG00000102575,310,234,86,81,92,152,66,79,46,28,51,166,12,133,22,314,57,282,70
ENSG00000197933,190,349,245,81,514,347,236,694,71,236,159,87,62,84,196,311,77,69,76
ENSG00000197044,1366,1756,798,1221,795,1413,927,1291,356,596,507,218,72,124,407,1008,297,332,55
ENSG00000177599,364,517,157,228,377,503,203,1029,116,207,147,189,58,84,171,386,120,137,18
ENSG00000171295,1054,1035,1289,839,915,761,1099,1506,410,297,786,528,192,325,316,592,488,616,199
ENSG00000171291,6500,5392,4693,5385,6334,4562,5292,7404,2704,1325,3278,2161,600,977,995,1067,1936,2478,652
ENSG00000198429,746,858,709,247,833,501,556,1198,150,104,250,187,102,118,129,25,153,400,65
ENSG00000196757,2259,1897,2403,1754,2172,1480,2344,3388,916,777,1270,849,313,577,586,953,782,1255,401
ENSG00000267179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197054,200,264,174,106,289,186,108,367,33,111,44,40,22,34,49,132,43,74,19
ENSG00000286098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197647,145,65,77,73,90,160,134,151,29,29,141,95,48,57,40,10,50,39,16
ENSG00000257355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257446,4,9,8,1,20,5,13,11,2,5,3,2,2,4,6,3,1,7,4
ENSG00000223547,3017,1230,678,2179,1583,1729,1768,2043,966,711,1698,1001,394,875,712,217,1159,1515,406
ENSG00000286132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132010,24,44,41,10,49,44,13,64,5,12,4,4,3,3,8,40,0,11,4
ENSG00000213297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257591,15,15,16,4,10,17,6,20,2,7,11,1,2,5,4,7,12,2,2
ENSG00000196646,1343,1318,1098,3421,1827,1364,2880,2490,1665,1001,2813,2132,570,736,569,1220,1839,1351,1340
ENSG00000197857,1988,1359,1834,999,1913,1298,1176,2055,579,622,805,707,222,551,408,841,477,1063,336
ENSG00000188868,85,112,92,22,181,83,31,232,21,54,24,40,26,60,44,102,34,31,4
ENSG00000198342,143,95,85,76,228,142,87,165,32,57,43,50,30,42,46,87,22,26,17
ENSG00000196466,657,894,1189,515,1287,780,1099,1631,535,395,662,397,178,206,585,597,348,216,259
ENSG00000268870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180855,395,626,664,302,911,693,735,1506,353,252,419,257,84,178,252,513,254,214,239
ENSG00000269755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242852,67,54,38,80,55,33,104,82,26,11,34,32,8,14,12,28,32,20,22
ENSG00000196826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249709,29,22,33,27,26,20,23,39,8,7,13,15,4,4,3,3,9,3,3
ENSG00000269693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188033,195,172,236,138,270,172,125,442,117,103,191,136,73,92,108,241,109,153,36
ENSG00000173875,1657,1470,1796,2202,1694,1348,5102,4202,5682,1242,5843,3239,709,1650,1568,1821,3844,5158,2437
ENSG00000269242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000104774,3190,3701,2861,2768,7516,3640,4494,6526,3243,1989,2543,3645,1334,2455,1997,3185,2111,5750,1997
ENSG00000269590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123154,749,560,622,373,2127,776,348,1048,188,353,241,244,164,285,253,599,178,534,131
ENSG00000285589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105583,2021,1700,3343,2227,4583,2919,4535,5897,2525,2137,2705,2251,1206,1872,1237,2259,1665,2624,1028
ENSG00000095059,3273,3396,3947,3410,9653,5196,5254,8035,3369,2818,2457,2964,1624,2447,1815,4201,2118,6022,1673
ENSG00000283980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132004,276,403,398,265,1129,456,408,799,213,214,160,221,141,211,183,254,188,622,123
ENSG00000105576,5916,7320,8342,7734,12838,7642,8901,15005,3396,3076,4507,5194,2087,3180,3323,4956,3670,7428,3615
ENSG00000123144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000039987,0,0,0,5,2,2,6,18,5,3,5,3,1,0,5,5,7,2,4
ENSG00000095066,857,1018,992,812,2161,1016,1301,1489,755,203,608,536,442,361,509,1014,398,1350,437
ENSG00000171223,14329,10776,12185,16731,20427,5497,27946,4626,32378,1918,23560,32339,3775,21151,12726,34333,12909,8675,16369
ENSG00000167815,3657,976,634,1099,7699,3784,4632,1197,662,139,526,5175,409,16893,522,675,1623,4575,2306
ENSG00000284491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000104889,1095,1329,1222,886,4518,2215,1193,3159,720,1294,375,741,600,1004,781,1378,335,1269,285
ENSG00000132026,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
ENSG00000105613,31,16,41,90,19,30,11,12,14,1,6,6,2,7,3,9,7,22,70
ENSG00000105612,799,909,1059,766,1059,866,56,70,243,121,69,104,74,379,100,327,35,513,125
ENSG00000105610,734,31,50,79,1343,165,58,180,1,21,29,588,6,2011,42,34,235,705,159
ENSG00000105607,1407,1448,1295,956,4910,2100,1347,3045,629,853,674,856,541,1042,720,1246,683,2199,445
ENSG00000161860,120,61,83,442,162,270,620,893,176,202,265,167,214,102,335,165,185,155,79
ENSG00000179115,1629,1990,2630,691,5575,2665,1011,5635,715,1786,492,1054,676,1634,1342,1808,375,1789,370
ENSG00000179218,24531,17525,26428,23968,37921,16233,31604,65118,15301,18152,16122,18013,10048,25677,13458,15745,13794,22817,14653
ENSG00000179262,6090,4595,6221,5804,13830,6305,6002,10218,4557,3494,4414,5904,1752,8001,2951,4463,3526,8710,2644
ENSG00000179271,658,557,734,352,2535,848,416,1341,402,471,279,463,205,728,328,739,180,1104,305
ENSG00000179284,2,0,4,3,9,6,0,3,0,0,2,3,1,4,0,0,0,2,1
ENSG00000008441,837,299,408,213,1180,279,2057,574,1440,595,1176,681,657,1007,391,721,388,1479,892
ENSG00000104903,2671,3626,5105,1374,13705,4409,824,4293,522,1371,367,863,382,1406,901,1858,379,3564,923
ENSG00000104907,3210,2334,2287,2030,11465,2652,4876,6660,3793,1871,2682,3367,1296,2599,1899,2681,2201,6429,3783
ENSG00000160877,3168,3037,3982,2369,7621,3890,4137,6661,1191,1804,1603,1851,938,935,1421,2288,1210,1708,674
ENSG00000104915,2351,2105,2240,1740,7528,2321,2655,3535,2295,1374,1406,1797,865,1591,892,1937,1422,3266,882
ENSG00000160888,10832,17717,13066,19070,44886,11015,43505,23501,45428,12239,41210,39191,8879,38483,28054,40992,20730,31157,26390
ENSG00000141837,61,183,179,90,313,5014,39,264,53,7,49,26,35,20,11,45,21,53,28
ENSG00000104957,3421,4479,4257,3902,9719,4662,3069,5188,1967,1631,2452,2469,999,1817,1394,3094,1726,4070,1567
ENSG00000037757,2974,3276,3366,1367,7898,3797,2825,6189,1197,1899,1994,1951,1292,1299,1669,3035,1374,2320,419
ENSG00000104979,1274,1275,1350,1061,4378,1754,1173,2393,1142,919,920,1473,486,1193,652,1517,686,1955,700
ENSG00000132003,1786,1757,1671,1930,3418,1673,2072,2850,811,727,942,1169,431,635,567,1282,592,914,464
ENSG00000187556,36,48,23,43,50,36,27,53,26,5,9,22,1,14,2,6,3,20,13
ENSG00000132016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132024,3058,3082,3077,3062,7306,3824,4601,5893,2000,2030,2308,2494,1212,1997,1365,2985,1396,3103,785
ENSG00000132000,61,45,15,35,463,68,48,61,51,14,7,19,17,36,9,7,9,21,3
ENSG00000132017,3883,4425,3250,4406,10387,4773,4271,6472,2937,2216,2704,3051,1228,2286,1658,3339,1742,5236,2108
ENSG00000132005,1332,1329,1365,1099,3294,1563,1952,2292,782,675,560,1014,337,744,365,1113,485,1142,644
ENSG00000171136,0,0,3,8,78,10,1,0,0,0,2,0,1,0,0,0,0,2,1
ENSG00000104998,1223,1005,986,703,2706,765,1015,2792,432,707,459,793,342,675,681,1613,428,685,140
ENSG00000187867,3,1,0,1,1,0,1,2,2,0,0,3,0,0,0,0,1,1,0
ENSG00000141854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188032,1,2,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,1
ENSG00000141858,1790,1834,1989,1429,5225,2523,3257,4412,1060,1611,991,2052,897,2187,948,2362,898,1983,424
ENSG00000072062,4141,5731,4559,3845,11671,5614,5066,10093,2334,2424,2624,4535,2397,3071,2423,4953,2684,1840,937
ENSG00000105011,1223,1201,1375,545,3779,3177,1053,7217,328,2373,553,1067,786,846,1875,2582,581,752,291
ENSG00000072071,3405,1567,2743,4984,7930,1967,3406,2120,1554,249,1489,1221,1317,517,384,1352,851,1954,1224
ENSG00000123146,9602,26033,11317,19073,17190,11956,55298,22934,39457,3682,51973,39129,21117,28724,6921,12440,24736,13956,16529
ENSG00000123136,7712,6686,6750,9912,20210,8707,8733,14408,8327,4653,9641,12621,2913,7815,3445,7342,6781,17624,12602
ENSG00000123143,11927,11443,10399,11590,29572,11571,11813,17834,6501,5971,5829,6889,3622,5109,4377,9760,4658,11055,3293
ENSG00000160951,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000123159,1179,1125,1126,627,2332,824,634,1616,312,275,288,402,336,499,344,593,251,526,118
ENSG00000132002,6049,5905,4254,7469,8900,9154,4845,7700,4107,2873,4428,4675,1212,7008,2268,4655,2481,2898,2028
ENSG00000099797,3079,3116,3346,1980,7788,3296,2461,5660,1800,1793,1250,2074,945,2506,1299,2271,1031,4253,943
ENSG00000099795,1485,1483,1363,1466,5380,1984,1889,2622,1180,958,925,1304,557,1436,725,1562,748,2997,473
ENSG00000187912,42,174,54,27,59,89,20,66,22,5,33,89,9,80,13,245,14,94,3
ENSG00000131355,20,3,7,0,4,1,1,1,1,7,0,6,2,1,3,48,1,3,2
ENSG00000160961,2528,3231,2477,2423,4548,2603,3290,5278,1838,1950,2124,1824,1052,1556,1138,2490,1548,2717,939
ENSG00000127507,171,224,81,246,122,88,2721,1516,1648,316,443,758,532,459,674,989,204,1901,1817
ENSG00000127530,0,24,0,79,16,24,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000188269,0,63,0,436,65,123,0,0,0,0,1,0,5,0,1,0,0,3,0
ENSG00000127515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127529,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000105143,3,4,4,3,11,2,2,1,1,1,3,0,0,1,0,3,1,1,0
ENSG00000160994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000094661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105137,69,248,122,59,134,24,36,962,76,1,126,224,187,169,191,5,114,0,0
ENSG00000105135,2682,2563,2674,2808,5741,2938,3942,6931,2793,1507,2408,4017,1348,2526,1832,2021,2379,2892,2896
ENSG00000074181,25,981,3,5,48,268,18,540,62,2,17,26,120,2,215,88,103,38,3
ENSG00000105131,31,19,12,58,20,15,17,29,1,5,14,5,9,2,9,11,6,2,1
ENSG00000141867,10395,9876,9781,7167,17182,9322,9525,16578,4487,3928,5045,7376,2300,4103,2864,7992,3796,5754,3249
ENSG00000105127,3626,3685,3432,5521,7132,4256,7283,5551,4190,1815,5363,4939,1322,2272,1617,3105,3392,5622,3917
ENSG00000011243,10298,12944,15711,8887,28630,15944,10988,16340,5182,4489,5627,8651,3158,7555,3127,8920,4315,9082,4242
ENSG00000011451,4134,4217,4032,3611,10622,4540,4390,7730,1891,2018,2229,2560,1278,1914,1631,3792,1535,4655,2647
ENSG00000105122,5901,7400,5502,4385,16151,8626,8213,17993,4059,4926,3483,5209,3496,2906,2440,7638,3638,9443,2780
ENSG00000161031,3,20,0,57,5,49,1,4,1,1,1,3,2,2,1,5,1,13,1
ENSG00000171954,118,12,8,160,467,1554,3,7,2,4,1,3,3,5,0,65,0,12,0
ENSG00000186526,4,0,0,4,0,1,11,23,1,2,0,0,0,0,0,0,0,0,0
ENSG00000186529,5,3,1,3,5,2,6,7,1,1,1,4,0,7,1,8,1,15,4
ENSG00000186204,14,3,0,1,9,3,2,9,0,0,2,19,0,145,1,1,8,87,15
ENSG00000171942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ENSG00000186115,3,2,0,2,5,0,0,1,0,0,0,3,1,2,0,2,0,28,0
ENSG00000171903,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0
ENSG00000176231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167460,29370,30434,53140,37049,62870,26858,72233,55403,45837,22169,61934,41254,10978,17819,17569,16979,33017,33815,56749
ENSG00000167461,3591,5146,5553,2795,8995,4279,3878,7775,5034,2948,3749,4059,1112,2594,2161,3308,1944,3812,1914
ENSG00000196684,4443,3587,12657,13269,7728,2872,9708,10033,29085,9171,18644,12003,3150,6684,5122,7177,5033,24039,6192
ENSG00000141977,6,1,0,1,5,0,7,4,2,1,2,4,0,1,3,1,3,3,1
ENSG00000105058,3088,3210,2943,3192,7408,3785,2604,5611,2074,1933,2308,2517,818,1617,1498,3193,1594,4574,1534
ENSG00000072958,3540,3867,3399,2123,8965,4597,3107,7943,1726,2763,1320,2438,1140,1991,1599,4478,1084,2591,949
ENSG00000127528,10616,5569,7784,17676,5897,1179,48147,7905,30016,9844,37252,46578,11566,48236,10092,19696,20165,17355,14272
ENSG00000127527,3072,3050,2854,2308,7424,3367,3404,5827,1848,1846,1956,2457,1083,1724,1336,2820,1399,2675,1251
ENSG00000269058,2,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0
ENSG00000141979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105072,389,383,403,149,1067,494,284,675,106,222,113,127,90,93,97,222,82,272,71
ENSG00000085872,4377,4096,4279,4982,10608,4796,5976,6873,5152,2274,4299,5462,1505,2645,1709,3600,3530,7628,5936
ENSG00000127526,2261,1993,3396,1994,3557,1889,6157,4065,3792,1054,4751,5348,1310,1710,1017,1731,2791,2018,4633
ENSG00000105085,326,284,269,513,539,331,979,460,666,189,952,925,170,303,85,230,470,517,945
ENSG00000268790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214046,1783,1640,1671,1129,2280,1574,1402,2601,539,629,665,829,337,478,537,1035,548,1266,452
ENSG00000072954,125,182,34,60,57,105,56,137,14,4,24,27,10,1,4,67,10,61,5
ENSG00000188039,3,5,1,11,3,6,5,6,0,0,0,2,0,0,0,3,0,0,0
ENSG00000127511,8739,10845,9092,8684,18362,12109,11449,15202,6089,3789,9959,7785,4274,5551,3361,7476,4521,6781,2341
ENSG00000127533,7,8,1,8,4,7,891,246,1009,87,2543,666,465,643,775,1274,275,97,439
ENSG00000160111,7974,725,12,1265,6647,1543,1459,1517,1073,113,5165,902,524,97,352,289,128,919,48
ENSG00000131351,428,553,442,567,1435,885,936,1750,453,552,743,647,243,356,312,541,465,546,544
ENSG00000099331,16477,19963,16973,18120,41451,19000,27090,34506,10571,9773,14310,16245,6604,10330,5811,13691,12231,19011,8507
ENSG00000053501,1247,1121,1247,817,3556,1464,1103,2547,645,927,638,545,403,735,422,1041,427,1427,696
ENSG00000099330,380,374,473,197,986,519,225,750,53,210,135,126,119,214,182,374,70,234,29
ENSG00000160113,325,111,360,197,901,377,307,177,136,105,112,91,47,56,41,97,68,210,72
ENSG00000269095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130307,12,2,25,16,11,16,23,15,11,0,8,0,4,8,5,4,7,1,0
ENSG00000105393,1130,1023,1145,940,2630,1190,1064,1924,598,558,579,737,367,842,439,910,515,1320,341
