,length
ENSG00000083067,20015
ENSG00000135048,9254
ENSG00000107362,3221
ENSG00000155621,4973
ENSG00000204669,1757
ENSG00000119125,7904
ENSG00000107372,7065
ENSG00000165091,8712
ENSG00000165092,2840
ENSG00000135046,4453
ENSG00000198963,9621
ENSG00000119121,9193
ENSG00000135045,2351
ENSG00000156017,4840
ENSG00000106733,3865
ENSG00000134996,1348
ENSG00000099139,13341
ENSG00000135002,3868
ENSG00000187210,9251
ENSG00000106772,14683
ENSG00000204612,1299
ENSG00000197969,20100
ENSG00000156049,2736
ENSG00000156052,6972
ENSG00000148019,14355
ENSG00000135069,2206
ENSG00000106829,8187
ENSG00000196781,5257
ENSG00000189357,4787
ENSG00000186788,4785
ENSG00000214929,5155
ENSG00000165105,6644
ENSG00000172159,6486
ENSG00000148057,1814
ENSG00000135018,6867
ENSG00000165113,3402
ENSG00000165115,7739
ENSG00000165118,2754
ENSG00000165119,5095
ENSG00000178966,3420
ENSG00000197506,5138
ENSG00000148053,20347
ENSG00000135049,4939
ENSG00000135040,6805
ENSG00000135052,4233
ENSG00000187753,2928
ENSG00000135070,3251
ENSG00000083223,6707
ENSG00000180447,3145
ENSG00000196730,8908
ENSG00000135047,6113
ENSG00000177992,4431
ENSG00000283205,670
ENSG00000156345,5727
ENSG00000106723,4903
ENSG00000130045,2498
ENSG00000213694,13702
ENSG00000148082,9980
ENSG00000123975,616
ENSG00000187742,9820
ENSG00000187764,14160
ENSG00000130222,1323
ENSG00000165023,4443
ENSG00000165025,5210
ENSG00000148090,2263
ENSG00000165030,2055
ENSG00000169071,5880
ENSG00000090054,6513
ENSG00000196305,7401
ENSG00000198000,8056
ENSG00000188312,9321
ENSG00000106809,4020
ENSG00000127083,4324
ENSG00000106819,2470
ENSG00000106823,4916
ENSG00000127080,5033
ENSG00000185963,6448
ENSG00000127081,4880
ENSG00000127084,5818
ENSG00000157303,1258
ENSG00000165233,3082
ENSG00000131669,2604
ENSG00000165238,13198
ENSG00000188938,10144
ENSG00000048828,7246
ENSG00000197724,5392
ENSG00000131668,1755
ENSG00000158079,6369
ENSG00000175787,5674
ENSG00000130950,2561
ENSG00000148110,4105
ENSG00000130957,1336
ENSG00000165140,1750
ENSG00000148120,10780
ENSG00000158169,12809
ENSG00000185920,17196
ENSG00000182150,16836
ENSG00000130948,2577
ENSG00000285269,4087
ENSG00000130958,3827
ENSG00000165244,3687
ENSG00000130956,4088
ENSG00000081377,10475
ENSG00000158122,3098
ENSG00000081386,7233
ENSG00000196597,4851
ENSG00000188152,3904
ENSG00000136943,7329
ENSG00000197816,14382
ENSG00000196116,4174
ENSG00000136842,3676
ENSG00000136925,5668
ENSG00000136937,5506
ENSG00000136936,1816
ENSG00000178919,3492
ENSG00000136932,4149
ENSG00000136929,2192
ENSG00000136938,1870
ENSG00000095380,4931
ENSG00000106785,5481
ENSG00000106789,5714
ENSG00000095383,3597
ENSG00000136928,7343
ENSG00000165138,8862
ENSG00000119514,3166
ENSG00000204291,6653
ENSG00000106799,6822
ENSG00000119523,2970
ENSG00000106803,1209
ENSG00000119508,6314
ENSG00000136874,8912
ENSG00000023318,4808
ENSG00000119509,7131
ENSG00000136891,7264
ENSG00000066697,3289
ENSG00000251349,2069
ENSG00000241697,2575
ENSG00000170681,3098
ENSG00000148123,3651
ENSG00000136881,4734
ENSG00000136897,3336
ENSG00000136870,3433
ENSG00000136872,3904
ENSG00000165152,5549
ENSG00000155827,4692
ENSG00000198785,8189
ENSG00000188386,3418
ENSG00000155833,2276
ENSG00000136824,6470
ENSG00000186881,960
ENSG00000148136,957
ENSG00000204246,1108
ENSG00000186943,963
ENSG00000277556,957
ENSG00000276119,957
ENSG00000136839,957
ENSG00000179055,1107
ENSG00000136783,2588
ENSG00000165028,5630
ENSG00000165029,11343
ENSG00000070214,12172
ENSG00000106701,9877
ENSG00000106692,20342
ENSG00000186051,668
ENSG00000095209,4531
ENSG00000148143,12190
ENSG00000119318,4613
ENSG00000136826,3662
ENSG00000148156,1399
ENSG00000187003,1491
ENSG00000070061,24261
ENSG00000119328,2525
ENSG00000119326,3124
ENSG00000106771,9503
ENSG00000260230,15513
ENSG00000095203,7975
ENSG00000070159,9995
ENSG00000157654,18341
ENSG00000188959,2917
ENSG00000136810,1010
ENSG00000204193,2183
ENSG00000165124,14193
ENSG00000030304,9176
ENSG00000198121,4159
ENSG00000171133,1116
ENSG00000136813,8449
ENSG00000173258,16723
ENSG00000106853,3770
ENSG00000059769,2604
ENSG00000244115,1448
ENSG00000242616,1201
ENSG00000165181,6276
ENSG00000148154,4567
ENSG00000106868,4074
ENSG00000119314,8236
ENSG00000119471,3307
ENSG00000165185,13139
ENSG00000148153,4336
ENSG00000148158,11656
ENSG00000119457,2465
ENSG00000285447,2051
ENSG00000136866,6357
ENSG00000136867,2473
ENSG00000119321,11017
ENSG00000136868,5145
ENSG00000176386,1174
ENSG00000136875,4418
ENSG00000165188,3646
ENSG00000148225,4933
ENSG00000119411,2339
ENSG00000119431,2105
ENSG00000148218,4945
ENSG00000148229,2607
ENSG00000157653,2240
ENSG00000138835,13793
ENSG00000157657,10384
ENSG00000106927,1897
ENSG00000136883,3036
ENSG00000196739,14011
ENSG00000229314,901
ENSG00000228278,759
ENSG00000106948,10601
ENSG00000095397,5704
ENSG00000136888,3455
ENSG00000157693,4792
ENSG00000230054,569
ENSG00000230601,834
ENSG00000181634,7785
ENSG00000106952,4605
ENSG00000041982,9639
ENSG00000182752,11585
ENSG00000148219,10403
ENSG00000119401,3777
ENSG00000285082,2592
ENSG00000136869,13277
ENSG00000078725,3874
ENSG00000136861,10080
ENSG00000106780,6300
ENSG00000119402,11267
ENSG00000214654,2516
ENSG00000095261,4399
ENSG00000119403,6594
ENSG00000056558,4476
ENSG00000106804,6532
ENSG00000119397,9527
ENSG00000119396,4308
ENSG00000148180,11018
ENSG00000148175,3199
ENSG00000204136,4318
ENSG00000136848,9127
ENSG00000175764,3535
ENSG00000119421,804
ENSG00000185681,868
ENSG00000106852,5748
ENSG00000119446,5196
ENSG00000148187,11035
ENSG00000095303,5784
ENSG00000136834,969
ENSG00000197233,942
ENSG00000239590,942
ENSG00000171505,939
ENSG00000171501,1115
ENSG00000171496,2024
ENSG00000165202,945
ENSG00000280094,995
ENSG00000173679,1083
ENSG00000171481,1118
ENSG00000136939,936
ENSG00000171459,1115
ENSG00000148215,963
ENSG00000136940,3351
ENSG00000165204,951
ENSG00000056586,11563
ENSG00000186130,4099
ENSG00000171448,4657
ENSG00000011454,7656
ENSG00000188394,1571
ENSG00000165209,8121
ENSG00000148204,6349
ENSG00000119522,10256
ENSG00000106689,2497
ENSG00000119408,4433
ENSG00000136930,1788
ENSG00000180264,5555
ENSG00000136931,3412
ENSG00000148200,7125
ENSG00000185585,6771
ENSG00000136918,1387
ENSG00000136950,3610
ENSG00000136935,6085
ENSG00000173611,13036
ENSG00000119414,4443
ENSG00000136933,3429
ENSG00000044574,6530
ENSG00000165219,13625
ENSG00000119487,6741
ENSG00000167081,4904
ENSG00000196814,7904
ENSG00000136944,6345
ENSG00000169155,7052
ENSG00000177125,6606
ENSG00000136828,10507
ENSG00000136859,3625
ENSG00000136895,9695
ENSG00000136856,3928
ENSG00000196152,2302
ENSG00000148356,9862
ENSG00000136830,4617
ENSG00000136854,9358
ENSG00000187024,4072
ENSG00000160401,4704
ENSG00000167094,6347
ENSG00000160404,3790
ENSG00000095370,4628
ENSG00000136807,3005
ENSG00000136877,3931
ENSG00000106991,3836
ENSG00000106992,2593
ENSG00000257524,3815
ENSG00000160408,5307
ENSG00000136840,2633
ENSG00000167103,3327
ENSG00000136908,2503
ENSG00000167106,6573
ENSG00000171169,3620
ENSG00000148339,4936
ENSG00000148334,6084
ENSG00000148346,1596
ENSG00000171159,1653
ENSG00000148337,8690
ENSG00000106976,10748
ENSG00000167110,6961
ENSG00000175854,2499
ENSG00000167112,5832
ENSG00000167113,4806
ENSG00000167114,3229
ENSG00000167118,4368
ENSG00000167123,6059
ENSG00000136811,6393
ENSG00000119392,3508
ENSG00000197694,16305
ENSG00000119333,2672
ENSG00000119335,4359
ENSG00000160447,3393
ENSG00000160446,2596
ENSG00000160445,4370
ENSG00000107021,3931
ENSG00000167136,1145
ENSG00000198917,4566
ENSG00000286112,6970
ENSG00000171097,3585
ENSG00000136802,5209
ENSG00000175287,2844
ENSG00000251184,378
ENSG00000175283,2074
ENSG00000095319,8041
ENSG00000148341,6842
ENSG00000148343,6302
ENSG00000167130,2238
ENSG00000095321,7565
ENSG00000119383,5624
ENSG00000235007,4324
ENSG00000188483,2710
ENSG00000148335,3033
ENSG00000179058,3506
ENSG00000148331,4622
ENSG00000167157,1305
ENSG00000148344,1891
ENSG00000136816,2907
ENSG00000136827,3998
ENSG00000136819,5099
ENSG00000136878,5511
ENSG00000187239,6600
ENSG00000148358,9139
ENSG00000107130,5462
ENSG00000148357,20363
ENSG00000130707,3018
ENSG00000107164,6603
ENSG00000130711,2481
ENSG00000130713,4240
ENSG00000097007,7018
ENSG00000288570,99
ENSG00000188710,1653
ENSG00000130720,4056
ENSG00000050555,8939
ENSG00000126878,5299
ENSG00000126883,13213
ENSG00000126882,5462
ENSG00000160539,4349
ENSG00000130714,8408
ENSG00000130717,2684
ENSG00000283526,1312
ENSG00000107263,7002
ENSG00000160563,3857
ENSG00000196358,7726
ENSG00000107290,12141
ENSG00000125482,3215
ENSG00000188523,2149
ENSG00000125492,1906
ENSG00000125485,5546
ENSG00000125484,9041
ENSG00000165695,2731
ENSG00000165698,2823
ENSG00000165699,17600
ENSG00000165702,6104
ENSG00000148308,3592
ENSG00000170835,2381
ENSG00000160271,7648
ENSG00000285245,3705
ENSG00000148288,4020
ENSG00000171102,1135
ENSG00000175164,7353
ENSG00000148296,4414
ENSG00000148297,7235
ENSG00000148290,1758
ENSG00000148291,999
ENSG00000148248,3445
ENSG00000198870,4409
ENSG00000148300,2654
ENSG00000160323,5708
ENSG00000160325,3520
ENSG00000160326,3531
ENSG00000187616,1021
ENSG00000197859,4677
ENSG00000196990,3000
ENSG00000123454,2746
ENSG00000123453,5118
ENSG00000160293,5682
ENSG00000235106,5954
ENSG00000169925,6885
ENSG00000196363,3635
ENSG00000186350,12077
ENSG00000130635,11160
ENSG00000160339,1062
ENSG00000085265,7588
ENSG00000130558,6125
ENSG00000196422,5307
ENSG00000160345,1864
ENSG00000122140,2464
ENSG00000160349,789
ENSG00000122136,1035
ENSG00000122133,1454
ENSG00000236543,1833
ENSG00000204007,1534
ENSG00000148386,1105
ENSG00000165643,3642
ENSG00000107147,15592
ENSG00000130559,8960
ENSG00000130560,2972
ENSG00000148411,7216
ENSG00000238227,3408
ENSG00000107187,3840
ENSG00000165661,4501
ENSG00000260220,11626
ENSG00000160360,5138
ENSG00000213221,3099
ENSG00000187796,6699
ENSG00000165684,5045
ENSG00000165689,3138
ENSG00000165688,6519
ENSG00000148384,6847
ENSG00000148396,9975
ENSG00000148400,12531
ENSG00000172889,2564
ENSG00000169692,1832
ENSG00000165716,3394
ENSG00000187922,4263
ENSG00000204003,2651
ENSG00000267206,1672
ENSG00000204001,3055
ENSG00000177984,2887
ENSG00000244187,1514
ENSG00000272896,735
ENSG00000213213,2976
ENSG00000196642,10178
ENSG00000232434,4387
ENSG00000054148,1612
ENSG00000177943,5490
ENSG00000107223,1222
ENSG00000127191,3665
ENSG00000159069,3294
ENSG00000176919,1152
ENSG00000184925,2862
ENSG00000107317,2712
ENSG00000284341,989
ENSG00000214402,4052
ENSG00000148362,1363
ENSG00000169583,969
ENSG00000107331,11507
ENSG00000180549,1662
ENSG00000279073,890
ENSG00000107281,2720
ENSG00000054179,2640
ENSG00000186193,3814
ENSG00000197355,5267
ENSG00000177239,8269
ENSG00000176978,2823
ENSG00000176884,10233
ENSG00000184709,1209
ENSG00000261793,460
ENSG00000185863,786
ENSG00000176248,5458
ENSG00000176101,1170
ENSG00000176058,5281
ENSG00000187713,1567
ENSG00000188566,2836
ENSG00000284976,1910
ENSG00000212864,1150
ENSG00000197191,1301
ENSG00000233198,1569
ENSG00000198569,2304
ENSG00000188229,2037
ENSG00000188163,1801
ENSG00000197768,1611
ENSG00000188986,2540
ENSG00000198113,4171
ENSG00000198435,2641
ENSG00000187609,7575
ENSG00000188747,1678
ENSG00000188833,2836
ENSG00000165802,4915
ENSG00000130653,9845
ENSG00000182154,582
ENSG00000148399,4925
ENSG00000165724,2392
ENSG00000197070,3790
ENSG00000181090,22188
ENSG00000148408,9904
ENSG00000177951,3868
ENSG00000188076,435
ENSG00000177947,3087
ENSG00000177963,6685
ENSG00000142082,5553
ENSG00000185627,4347
ENSG00000174885,3194
ENSG00000142102,5269
ENSG00000206013,736
ENSG00000185201,1507
ENSG00000288681,382
ENSG00000185885,1666
ENSG00000142089,2844
ENSG00000182272,4059
ENSG00000184363,3795
ENSG00000185187,3496
ENSG00000185101,6207
ENSG00000174915,6114
ENSG00000023191,7374
ENSG00000174775,1880
ENSG00000161328,2765
ENSG00000185522,2898
ENSG00000099849,2514
ENSG00000070047,5785
ENSG00000185507,2612
ENSG00000099834,3861
ENSG00000070031,526
ENSG00000069696,1501
ENSG00000177030,4142
ENSG00000177106,5689
ENSG00000177042,4071
ENSG00000177156,2907
ENSG00000177225,5510
ENSG00000184524,1628
ENSG00000177542,4595
ENSG00000288675,1680
ENSG00000177595,5855
ENSG00000177666,3831
ENSG00000177685,4224
ENSG00000177697,3894
ENSG00000177700,1126
ENSG00000214063,5837
ENSG00000177830,5359
ENSG00000183020,9638
ENSG00000184956,8438
ENSG00000198788,12667
ENSG00000215182,17448
ENSG00000117983,18598
ENSG00000078902,5983
ENSG00000174672,6903
ENSG00000182208,4545
ENSG00000184545,4960
ENSG00000205869,942
ENSG00000205867,1118
ENSG00000196224,899
ENSG00000241598,1181
ENSG00000185940,933
ENSG00000205864,561
ENSG00000244242,4792
ENSG00000250644,4807
ENSG00000117984,5697
ENSG00000149043,4704
ENSG00000130598,1090
ENSG00000130592,6221
ENSG00000283787,3818
ENSG00000130595,2717
ENSG00000214026,2975
ENSG00000284779,5584
ENSG00000167244,6259
ENSG00000129965,1826
ENSG00000254647,656
ENSG00000180176,3181
ENSG00000183734,1485
ENSG00000110665,4074
ENSG00000064201,3797
ENSG00000110651,7356
ENSG00000184281,2659
ENSG00000070985,3962
ENSG00000053918,4420
ENSG00000129757,2480
ENSG00000254827,2053
ENSG00000110628,5231
ENSG00000181649,920
ENSG00000205531,5200
ENSG00000110619,10037
ENSG00000021762,7473
ENSG00000182170,870
ENSG00000184350,4108
ENSG00000005801,11711
ENSG00000167311,1497
ENSG00000129744,1467
ENSG00000129749,2703
ENSG00000110713,9904
ENSG00000148985,3701
ENSG00000177105,1758
ENSG00000167323,7168
ENSG00000167325,4233
ENSG00000284018,585
ENSG00000284306,585
ENSG00000283873,585
ENSG00000284546,585
ENSG00000284438,585
ENSG00000221996,1124
ENSG00000132109,1935
ENSG00000181963,1067
ENSG00000196778,5456
ENSG00000197790,954
ENSG00000226288,6672
ENSG00000232268,2961
ENSG00000167333,4254
ENSG00000197428,3623
ENSG00000180785,3612
ENSG00000167332,2907
ENSG00000197674,1444
ENSG00000167346,1308
ENSG00000280021,960
ENSG00000279270,948
ENSG00000176925,1136
ENSG00000176922,1750
ENSG00000176900,1065
ENSG00000176895,2192
ENSG00000176893,3326
ENSG00000278870,966
ENSG00000205497,4393
ENSG00000205496,942
ENSG00000176798,7300
ENSG00000205495,936
ENSG00000176787,978
ENSG00000171944,4039
ENSG00000182070,6178
ENSG00000176742,948
ENSG00000244734,1304
ENSG00000223609,1152
ENSG00000213934,1467
ENSG00000284931,651
ENSG00000196565,841
ENSG00000239920,5265
ENSG00000213931,961
ENSG00000183251,933
ENSG00000167355,3965
ENSG00000279012,939
ENSG00000176239,939
ENSG00000184698,4099
ENSG00000167360,1096
ENSG00000167359,945
ENSG00000187918,3302
ENSG00000181609,1065
ENSG00000175520,2413
ENSG00000175518,2429
ENSG00000181616,1143
ENSG00000187747,1008
ENSG00000121236,3964
ENSG00000258588,3391
ENSG00000258659,2672
ENSG00000132256,5166
ENSG00000132274,5944
ENSG00000181023,2076
ENSG00000181074,1276
ENSG00000181017,2453
ENSG00000181009,2788
ENSG00000181001,2545
ENSG00000180988,1035
ENSG00000205409,982
ENSG00000183269,1061
ENSG00000180974,2947
ENSG00000277932,2244
ENSG00000184478,4832
ENSG00000188691,946
ENSG00000183313,1094
ENSG00000183389,3934
ENSG00000180934,8518
ENSG00000180919,1152
ENSG00000255307,1079
ENSG00000175485,1114
ENSG00000180878,1154
ENSG00000051009,4726
ENSG00000132259,2220
ENSG00000110148,2585
ENSG00000170955,1557
ENSG00000166311,2741
ENSG00000166313,5244
ENSG00000110169,3631
ENSG00000110171,6751
ENSG00000132254,5312
ENSG00000283977,884
ENSG00000132286,2989
ENSG00000179532,19629
ENSG00000132275,6921
ENSG00000166333,3484
ENSG00000166337,5820
ENSG00000166340,6502
ENSG00000166341,10783
ENSG00000158042,2612
ENSG00000188124,4224
ENSG00000279486,6994
ENSG00000184933,4308
ENSG00000166363,1054
ENSG00000170790,5390
ENSG00000170782,995
ENSG00000166368,1110
ENSG00000178358,1070
ENSG00000149054,5968
ENSG00000149050,5160
ENSG00000158077,3813
ENSG00000170748,2151
ENSG00000170743,4774
ENSG00000183801,3436
ENSG00000166387,9800
ENSG00000166394,8595
ENSG00000183378,2089
ENSG00000183303,1069
ENSG00000182334,1193
ENSG00000279000,6104
ENSG00000170683,2650
ENSG00000182261,4418
ENSG00000175390,15136
ENSG00000166402,7004
ENSG00000166405,7694
ENSG00000166407,1705
ENSG00000130413,7599
ENSG00000166436,11752
ENSG00000166444,14262
ENSG00000166452,2300
ENSG00000176029,2607
ENSG00000176009,633
ENSG00000175348,2825
ENSG00000175352,4123
ENSG00000175356,8014
ENSG00000184014,21072
ENSG00000166471,4278
ENSG00000205339,7216
ENSG00000166478,4222
ENSG00000166483,9251
ENSG00000133789,7192
ENSG00000133812,16816
ENSG00000148926,2325
ENSG00000133805,6793
ENSG00000255823,1293
ENSG00000110315,7825
ENSG00000133800,3515
ENSG00000072952,7700
ENSG00000198730,5770
ENSG00000110321,8485
ENSG00000236287,9029
ENSG00000110328,3626
ENSG00000254598,1309
ENSG00000170242,13722
ENSG00000050165,11958
ENSG00000133816,20191
ENSG00000197702,12471
ENSG00000187079,10700
ENSG00000189431,2804
ENSG00000133794,6934
ENSG00000148925,3488
ENSG00000152266,931
ENSG00000197601,7503
ENSG00000262655,5317
ENSG00000133818,3456
ENSG00000129083,5098
ENSG00000256206,1221
ENSG00000129084,3050
ENSG00000152270,11626
ENSG00000186104,4495
ENSG00000175868,3938
ENSG00000110680,2125
ENSG00000188487,3450
ENSG00000110693,19640
ENSG00000110696,10342
ENSG00000166689,10978
ENSG00000011405,9204
ENSG00000070081,9025
ENSG00000188211,6364
ENSG00000187486,3815
ENSG00000006071,12588
ENSG00000006611,4904
ENSG00000188162,10823
ENSG00000129152,1803
ENSG00000129159,14417
ENSG00000129158,3387
ENSG00000129167,5626
ENSG00000166788,3066
ENSG00000179826,1690
ENSG00000179817,1444
ENSG00000148965,630
ENSG00000255071,743
ENSG00000134339,2242
ENSG00000173432,710
ENSG00000110756,6433
ENSG00000110768,6940
ENSG00000134333,6038
ENSG00000166796,2089
ENSG00000166800,2587
ENSG00000074319,3558
ENSG00000151116,5515
ENSG00000247595,2283
ENSG00000179119,5899
ENSG00000151117,4243
ENSG00000179057,4834
ENSG00000110786,5497
ENSG00000170255,1418
ENSG00000183695,2072
ENSG00000177054,7759
ENSG00000129170,1633
ENSG00000129173,4134
ENSG00000166833,15174
ENSG00000109851,1242
ENSG00000109854,2796
ENSG00000185238,5483
ENSG00000165970,6920
ENSG00000165973,5314
ENSG00000171714,7638
ENSG00000091664,4615
ENSG00000183161,3291
ENSG00000148935,4252
ENSG00000198168,5201
ENSG00000255359,974
ENSG00000187398,8858
ENSG00000134343,7795
ENSG00000169550,3587
ENSG00000148942,7571
ENSG00000176971,2976
ENSG00000129151,2464
ENSG00000109881,3101
ENSG00000205213,6355
ENSG00000148943,4842
ENSG00000176697,7740
ENSG00000121621,4517
ENSG00000169519,7778
ENSG00000182255,4213
ENSG00000131808,1953
ENSG00000152219,5408
ENSG00000066382,8114
ENSG00000170959,13160
ENSG00000170946,8578
ENSG00000148950,3901
ENSG00000109911,27247
ENSG00000007372,20639
ENSG00000285283,1298
ENSG00000049449,4472
ENSG00000184937,8133
ENSG00000149100,7430
ENSG00000186714,7875
ENSG00000135378,5543
ENSG00000060749,10908
ENSG00000121690,3314
ENSG00000176148,5370
ENSG00000176102,4513
ENSG00000110422,8164
ENSG00000110427,13498
ENSG00000205177,891
ENSG00000284969,953
ENSG00000085063,10557
ENSG00000110429,12446
ENSG00000135363,2896
ENSG00000135387,9095
ENSG00000135372,5227
ENSG00000166016,4976
ENSG00000121691,3579
ENSG00000135374,4913
ENSG00000135373,6617
ENSG00000149089,5217
ENSG00000110435,3720
ENSG00000026508,9992
ENSG00000110436,22800
ENSG00000149090,3863
ENSG00000179431,2406
ENSG00000166326,13107
ENSG00000179241,4575
ENSG00000110442,6592
ENSG00000135362,6616
ENSG00000175104,8129
ENSG00000166349,7839
ENSG00000175097,3502
ENSG00000166352,10386
ENSG00000148948,5356
ENSG00000166181,4651
ENSG00000052841,11296
ENSG00000149084,7716
ENSG00000166199,2380
ENSG00000187479,1913
ENSG00000205126,1867
ENSG00000110455,5841
ENSG00000151348,11695
ENSG00000052850,5727
ENSG00000085117,4039
ENSG00000157570,6014
ENSG00000175274,7345
ENSG00000019485,13940
ENSG00000019505,5445
ENSG00000175264,4666
ENSG00000181830,3875
ENSG00000121671,6200
ENSG00000121653,3498
ENSG00000234776,760
ENSG00000121680,3019
ENSG00000165905,3151
ENSG00000135365,11470
ENSG00000157613,4023
ENSG00000149091,10787
ENSG00000110492,2196
ENSG00000180720,1511
ENSG00000110497,7673
ENSG00000180423,2662
ENSG00000175224,7001
ENSG00000175220,6142
ENSG00000175213,2866
ENSG00000180210,2534
ENSG00000175216,8538
ENSG00000134569,8748
ENSG00000149179,6693
ENSG00000149182,5918
ENSG00000165912,2755
ENSG00000134574,4842
ENSG00000134575,3484
ENSG00000025434,4534
ENSG00000110514,8366
ENSG00000134571,4271
ENSG00000066336,2040
ENSG00000165915,4579
ENSG00000165916,2276
ENSG00000165917,1876
ENSG00000149187,10452
ENSG00000213619,4507
ENSG00000110536,2740
ENSG00000123444,3263
ENSG00000196666,1403
ENSG00000172247,1413
ENSG00000109919,2881
ENSG00000165923,5483
ENSG00000109920,7619
ENSG00000030066,8576
ENSG00000149177,9620
ENSG00000175619,930
ENSG00000172208,1025
ENSG00000176567,918
ENSG00000176555,930
ENSG00000176547,1058
ENSG00000176540,981
ENSG00000237388,1064
ENSG00000220948,1625
ENSG00000182053,2162
ENSG00000214891,1353
ENSG00000086205,5335
ENSG00000258817,1029
ENSG00000221954,1063
ENSG00000185926,930
ENSG00000221840,1071
ENSG00000150244,1467
ENSG00000181961,1081
ENSG00000181958,945
ENSG00000181939,1113
ENSG00000279514,933
ENSG00000172188,2737
ENSG00000181927,2086
ENSG00000174982,2211
ENSG00000181903,1119
ENSG00000186886,3685
ENSG00000279761,945
ENSG00000186113,945
ENSG00000279395,1110
ENSG00000186119,991
ENSG00000205030,936
ENSG00000205029,987
ENSG00000124900,1832
ENSG00000187612,933
ENSG00000167825,945
ENSG00000174970,2814
ENSG00000149133,945
ENSG00000181785,7860
ENSG00000172154,1010
ENSG00000181767,3092
ENSG00000181761,939
ENSG00000167822,3806
ENSG00000181752,924
ENSG00000174957,939
ENSG00000181718,2062
ENSG00000172489,969
ENSG00000181698,1471
ENSG00000181693,2933
ENSG00000280314,2438
ENSG00000150261,1087
ENSG00000172487,1332
ENSG00000172199,930
ENSG00000279961,975
ENSG00000284732,4672
ENSG00000150269,933
ENSG00000174937,1400
ENSG00000181371,1047
ENSG00000255223,1020
ENSG00000254834,1052
ENSG00000255012,4302
ENSG00000172464,1006
ENSG00000172459,1026
ENSG00000174914,3611
ENSG00000172457,2608
ENSG00000181273,996
ENSG00000183908,5410
ENSG00000134817,3659
ENSG00000149115,7149
ENSG00000149136,6337
ENSG00000109991,4432
ENSG00000156575,869
ENSG00000186652,1845
ENSG00000254979,2242
ENSG00000134802,4517
ENSG00000186907,2408
ENSG00000149150,3526
ENSG00000134809,776
ENSG00000214872,1649
ENSG00000156587,2062
ENSG00000149131,7231
ENSG00000166793,4460
ENSG00000172409,2189
ENSG00000156599,5424
ENSG00000156603,1877
ENSG00000288534,6239
ENSG00000213593,2253
ENSG00000211450,2305
ENSG00000254732,2439
ENSG00000233436,3188
ENSG00000198561,9787
ENSG00000186509,2488
ENSG00000279051,1002
ENSG00000172377,3184
ENSG00000186513,3774
ENSG00000197887,980
ENSG00000280204,1474
ENSG00000180475,1037
ENSG00000172772,1469
ENSG00000197786,946
ENSG00000172769,1046
ENSG00000172365,2234
ENSG00000172362,1810
ENSG00000198283,931
ENSG00000110031,2467
ENSG00000186660,5776
ENSG00000255073,2417
ENSG00000242689,1902
ENSG00000149124,3115
ENSG00000156689,1758
ENSG00000166840,5440
ENSG00000255151,909
ENSG00000189057,3865
ENSG00000166801,7221
ENSG00000110042,6433
ENSG00000197629,4418
ENSG00000176495,8502
ENSG00000172324,9445
ENSG00000172320,8612
ENSG00000166884,1054
ENSG00000254466,2482
ENSG00000176200,936
ENSG00000172742,6274
ENSG00000110048,5122
ENSG00000166889,4335
ENSG00000172289,930
ENSG00000166900,7308
ENSG00000166902,2172
ENSG00000134812,2402
ENSG00000134827,1500
ENSG00000285231,850
ENSG00000284873,1116
ENSG00000285010,577
ENSG00000255393,1701
ENSG00000149507,1763
ENSG00000149516,2082
ENSG00000149534,4454
ENSG00000110077,5791
ENSG00000110079,6501
ENSG00000214787,2881
ENSG00000166926,1057
ENSG00000166927,4345
ENSG00000166928,4006
ENSG00000166930,914
ENSG00000156738,4770
ENSG00000071203,1839
ENSG00000204979,1310
ENSG00000166959,2568
ENSG00000214782,1433
ENSG00000166961,2282
ENSG00000172689,2311
ENSG00000110104,3342
ENSG00000183134,2881
ENSG00000149506,2436
ENSG00000110107,2919
ENSG00000110108,2137
ENSG00000006118,7274
ENSG00000110446,6949
ENSG00000013725,5958
ENSG00000110448,3127
ENSG00000167987,3957
ENSG00000229859,5039
ENSG00000229183,4782
ENSG00000256713,2776
ENSG00000167992,4766
ENSG00000167986,15516
ENSG00000149476,8126
ENSG00000162144,10572
ENSG00000149483,6005
ENSG00000187049,1691
ENSG00000149532,6036
ENSG00000256591,7522
ENSG00000167985,1696
ENSG00000162148,2400
ENSG00000204950,2270
ENSG00000011347,7552
ENSG00000134780,5799
ENSG00000124920,10773
ENSG00000134825,3082
ENSG00000168496,2198
ENSG00000134824,10553
ENSG00000149485,10228
ENSG00000221968,6294
ENSG00000167994,3191
ENSG00000167995,8688
ENSG00000167996,2004
ENSG00000149503,4454
ENSG00000168515,453
ENSG00000124939,520
ENSG00000124935,455
ENSG00000110484,1509
ENSG00000197745,446
ENSG00000162174,4586
ENSG00000149021,584
ENSG00000124942,19466
ENSG00000254772,2639
ENSG00000255508,5197
ENSG00000149016,3542
ENSG00000149480,4261
ENSG00000149499,5500
ENSG00000149489,1977
ENSG00000149541,2407
ENSG00000089597,5030
ENSG00000185085,3285
ENSG00000255432,577
ENSG00000278615,879
ENSG00000162194,3362
ENSG00000214756,3185
ENSG00000204922,2397
ENSG00000162191,2532
ENSG00000177363,2212
ENSG00000234857,4001
ENSG00000168000,3974
ENSG00000162188,864
ENSG00000214753,5401
ENSG00000162222,2657
ENSG00000185670,3344
ENSG00000168002,1902
